epoch,loss
0,20.894617080688477
1,21.42555809020996
2,19.868043899536133
3,15.814640998840332
4,17.621427536010742
5,19.158836364746094
6,16.74116325378418
7,15.554556846618652
8,15.856316566467285
9,15.964885711669922
10,14.346144676208496
11,14.979410171508789
12,13.704436302185059
13,14.590961456298828
14,15.732558250427246
15,12.7200927734375
16,12.72653579711914
17,13.77164363861084
18,13.995087623596191
19,14.033990859985352
